food_key,food_description,food_category,allowed_no_restriction,allowed_vegetarian,allowed_vegan,allowed_pescatarian,allowed_halal_friendly,allowed_kosher_style,allowed_gluten_free,allowed_lactose_free,allowed_nut_free,allowed_low_sodium_aware,blocked_profiles
seaweed canadian cultivated emi-tsunomata dry,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed canadian cultivated emi-tsunomata rehydrated,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed agar raw,"Seaweed, agar, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed irishmoss raw,"Seaweed, irishmoss, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed kelp raw,"Seaweed, kelp, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed laver raw,"Seaweed, laver, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed spirulina raw,"Seaweed, spirulina, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seaweed wakame raw,"Seaweed, wakame, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
seeds breadfruit seeds boiled,"Seeds, breadfruit seeds, boiled",Nut and Seed Products,1,1,1,1,1,1,0,1,1,1,gluten free
seeds breadfruit seeds raw,"Seeds, breadfruit seeds, raw",Nut and Seed Products,1,1,1,1,1,1,0,1,1,1,gluten free
seeds breadnut tree seeds raw,"Seeds, breadnut tree seeds, raw",Nut and Seed Products,1,1,1,1,1,1,0,1,0,1,gluten free|nut free
seeds flaxseed,"Seeds, flaxseed",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds hemp seed hulled,"Seeds, hemp seed, hulled",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds lotus seeds raw,"Seeds, lotus seeds, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds pumpkin seeds (pepitas) raw,"Seeds, pumpkin seeds (pepitas), raw",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds sesame seed kernels toasted without salt added (decorticated),"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds sunflower seed kernels toasted without salt,"Seeds, sunflower seed kernels, toasted, without salt",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
seeds sunflower seed kernel raw,"Seeds, sunflower seed, kernel, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,1,1,
semolina unenriched,"Semolina, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
sesbania flower raw,"Sesbania flower, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
shallots bulb peeled root removed raw,"Shallots, bulb, peeled, root removed, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
shallots raw,"Shallots, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
sorghum grain,Sorghum grain,Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
sorghum grain white pearled unenriched dry raw,"Sorghum grain, white, pearled, unenriched, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
sorghum whole grain white dry raw,"Sorghum, whole grain, white, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
soup fish homemade (alaska native),"Soup, fish, homemade (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
sourdock young leaves (alaska native),"Sourdock, young leaves (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
soursop raw,"Soursop, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
soy milk sweetened plain refrigerated,"Soy milk, sweetened, plain, refrigerated",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
soy milk unsweetened plain shelf stable,"Soy milk, unsweetened, plain, shelf stable",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
soybeans green raw,"Soybeans, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
soybeans mature seeds raw,"Soybeans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
soybeans mature seeds sprouted raw,"Soybeans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
soymilk (all flavors) enhanced,"Soymilk (All flavors), enhanced",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
soymilk chocolate unfortified,"Soymilk, chocolate, unfortified",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
spaghetti spinach dry,"Spaghetti, spinach, dry",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
spelt uncooked,"Spelt, uncooked",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
spinach souffle,Spinach souffle,Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
spinach baby,"Spinach, baby",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
spinach mature,"Spinach, mature",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
spinach raw,"Spinach, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squab (pigeon) light meat without skin raw,"Squab, (pigeon), light meat without skin, raw",Poultry Products,1,1,1,1,1,1,1,1,1,1,
squab (pigeon) meat only raw,"Squab, (pigeon), meat only, raw",Poultry Products,1,1,1,1,1,1,1,1,1,1,
squash indian raw (navajo),"Squash, Indian, raw (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
squash pie pumpkin peeled seeded raw,"Squash, pie pumpkin, peeled, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash spaghetti peeled seeded raw,"Squash, spaghetti, peeled, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash summer all varieties raw,"Squash, summer, all varieties, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash summer green zucchini includes skin raw,"Squash, summer, green, zucchini, includes skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash summer scallop raw,"Squash, summer, scallop, raw",Vegetables and Vegetable Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
squash summer yellow includes skin raw,"Squash, summer, yellow, includes skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,0,1,1,1,gluten free
squash summer zucchini includes skin raw,"Squash, summer, zucchini, includes skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash winter acorn raw,"Squash, winter, acorn, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash winter all varieties raw,"Squash, winter, all varieties, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash winter butternut raw,"Squash, winter, butternut, raw",Vegetables and Vegetable Products,1,1,0,1,1,1,1,0,0,1,vegan|lactose free|nut free
squash winter hubbard baked without salt,"Squash, winter, hubbard, baked, without salt",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash winter hubbard raw,"Squash, winter, hubbard, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash winter spaghetti raw,"Squash, winter, spaghetti, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
squash zucchini baby raw,"Squash, zucchini, baby, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
stew moose (alaska native),"Stew, moose (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
stew mutton corn squash (navajo),"Stew, mutton, corn, squash (Navajo)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
stew steamed corn (navajo),"Stew, steamed corn (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
stew soup caribou (alaska native),"Stew/soup, caribou (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
stinging nettles blanched (northern plains indians),"Stinging Nettles, blanched (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
strawberries raw,"Strawberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
sugar-apples (sweetsop) raw,"Sugar-apples, (sweetsop), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
sweet potato leaves raw,"Sweet potato leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
sweet potato raw unprepared (includes foods for usda s food distribution program),"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
sweet potatoes orange flesh without skin raw,"Sweet potatoes, orange flesh, without skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tamales (navajo),Tamales (Navajo),American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
tamarinds raw,"Tamarinds, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
tangerines (mandarin oranges) raw,"Tangerines, (mandarin oranges), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
tapioca pearl dry,"Tapioca, pearl, dry",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
taro leaves raw,"Taro leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
taro shoots raw,"Taro shoots, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
taro raw,"Taro, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
taro tahitian raw,"Taro, tahitian, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tea herbal brewed hohoysi (hopi),"Tea, herbal, brewed, Hohoysi (Hopi)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
teff uncooked,"Teff, uncooked",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
tempeh,Tempeh,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
tennis bread plain (apache),"Tennis Bread, plain (Apache)",American Indian/Alaska Native Foods,1,1,1,1,1,1,0,1,1,1,gluten free
tomatillos dehusked raw,"Tomatillos, dehusked, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatillos raw,"Tomatillos, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomato roma,"Tomato, roma",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatoes grape raw,"Tomatoes, grape, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatoes green raw,"Tomatoes, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatoes orange raw,"Tomatoes, orange, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatoes red ripe raw year round average,"Tomatoes, red, ripe, raw, year round average",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tomatoes yellow raw,"Tomatoes, yellow, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
tortilla blue corn sakwavikaviki (hopi),"Tortilla, blue corn, Sakwavikaviki (Hopi)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
triticale,Triticale,Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
turkey all classes heart raw,"Turkey, all classes, heart, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey all classes liver raw,"Turkey, all classes, liver, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey drumstick from whole bird meat only raw,"Turkey, drumstick, from whole bird, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey gizzard all classes raw,"Turkey, gizzard, all classes, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey mechanically deboned from turkey frames raw,"Turkey, mechanically deboned, from turkey frames, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey retail parts breast meat only raw,"Turkey, retail parts, breast, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey retail parts drumstick meat only raw,"Turkey, retail parts, drumstick, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey retail parts thigh meat only raw,"Turkey, retail parts, thigh, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey retail parts wing meat only raw,"Turkey, retail parts, wing, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey skin from retail parts from dark meat raw,"Turkey, skin, from retail parts, from dark meat, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey thigh from whole bird meat only raw,"Turkey, thigh, from whole bird, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole back meat only raw,"Turkey, whole, back, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole breast meat only raw,"Turkey, whole, breast, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole dark meat meat only raw,"Turkey, whole, dark meat, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole giblets raw,"Turkey, whole, giblets, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole light meat raw,"Turkey, whole, light meat, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole meat only raw,"Turkey, whole, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole neck meat only raw,"Turkey, whole, neck, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turkey whole wing meat only raw,"Turkey, whole, wing, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
turnip greens raw,"Turnip greens, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
turnips raw,"Turnips, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
turtle green raw,"Turtle, green, raw",Finfish and Shellfish Products,1,1,1,1,1,1,1,1,1,1,
veal australian rib rib roast separable lean only raw,"Veal, Australian, rib, rib roast, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal australian separable fat raw,"Veal, Australian, separable fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal australian shank fore bone-in separable lean only raw,"Veal, Australian, shank, fore, bone-in, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal australian shank hind bone-in separable lean only raw,"Veal, Australian, shank, hind, bone-in, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal composite of trimmed retail cuts separable fat raw,"Veal, composite of trimmed retail cuts, separable fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal composite of trimmed retail cuts separable lean only raw,"Veal, composite of trimmed retail cuts, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal external fat only raw,"Veal, external fat only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal leg (top round) separable lean only raw,"Veal, leg (top round), separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal leg top round cap off cutlet boneless raw,"Veal, leg, top round, cap off, cutlet, boneless, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal loin separable lean only raw,"Veal, loin, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal rib separable lean only raw,"Veal, rib, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal seam fat only raw,"Veal, seam fat only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal shank separable lean only raw,"Veal, shank, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal shoulder arm separable lean only raw,"Veal, shoulder, arm, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal shoulder blade chop separable lean only raw,"Veal, shoulder, blade chop, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
veal sirloin separable lean only raw,"Veal, sirloin, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
vegetarian meatloaf or patties,Vegetarian meatloaf or patties,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
veggie burgers or soyburgers unprepared,"Veggie burgers or soyburgers, unprepared",Legumes and Legume Products,1,1,0,1,1,1,1,1,1,1,vegan
vermicelli made from soy,"Vermicelli, made from soy",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vinespinach (basella) raw,"Vinespinach, (basella), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
vital wheat gluten,Vital wheat gluten,Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
vitasoy usa azumaya extra firm tofu,"Vitasoy USA Azumaya, Extra Firm Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa azumaya firm tofu,"Vitasoy USA Azumaya, Firm Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa azumaya silken tofu,"Vitasoy USA Azumaya, Silken Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa nasoya lite silken tofu,"Vitasoy USA Nasoya, Lite Silken Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya sprouted tofu plus super firm,"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya soft tofu,"Vitasoy USA Organic Nasoya, Soft Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya tofu plus extra firm,"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya tofu plus firm,"Vitasoy USA Organic Nasoya, Tofu Plus Firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa nasoya lite firm tofu,"Vitasoy USA, Nasoya Lite Firm Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya extra firm tofu,"Vitasoy USA, Organic Nasoya Extra Firm Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya firm tofu,"Vitasoy USA, Organic Nasoya Firm Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya silken tofu,"Vitasoy USA, Organic Nasoya Silken Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa organic nasoya super firm cubed tofu,"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
vitasoy usa vitasoy light vanilla soymilk,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
vitasoy usa vitasoy organic classic original soymilk,"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
vitasoy usa vitasoy organic creamy original soymilk,"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
walrus liver raw (alaska native),"Walrus, liver, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
walrus meat raw (alaska native),"Walrus, meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
wasabi root raw,"Wasabi, root, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
water convolvulus raw,"Water convolvulus,raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
waterchestnuts chinese (matai) raw,"Waterchestnuts, chinese, (matai), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,0,1,nut free
watercress raw,"Watercress, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
watermelon raw,"Watermelon, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
watermelon seedless flesh only raw,"Watermelon, seedless, flesh only, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
watermelon seedless rind only raw,"Watermelon, seedless, rind only, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
waxgourd (chinese preserving melon) raw,"Waxgourd, (chinese preserving melon), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
whale beluga eyes (alaska native),"Whale, beluga, eyes (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
whale beluga flipper raw (alaska native),"Whale, beluga, flipper, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
whale beluga liver raw (alaska native),"Whale, beluga, liver, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
whale beluga meat raw (alaska native),"Whale, beluga, meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
whale bowhead subcutaneous fat (blubber) (alaska native),"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
wheat flours bread unenriched,"Wheat flours, bread, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat germ crude,"Wheat germ, crude",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat kamut khorasan uncooked,"Wheat, KAMUT khorasan, uncooked",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat durum,"Wheat, durum",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat hard red spring,"Wheat, hard red spring",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat hard red winter,"Wheat, hard red winter",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat hard white,"Wheat, hard white",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat soft red winter,"Wheat, soft red winter",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat soft white,"Wheat, soft white",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
wheat sprouted,"Wheat, sprouted",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
whey acid fluid,"Whey, acid, fluid",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
whey sweet fluid,"Whey, sweet, fluid",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
wild rice dry raw,"Wild rice, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
wild rice raw,"Wild rice, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
willow young leaves chopped (alaska native),"Willow, young leaves, chopped (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
winged bean leaves raw,"Winged bean leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
winged bean tuber raw,"Winged bean tuber, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
winged beans immature seeds raw,"Winged beans, immature seeds, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
winged beans mature seeds raw,"Winged beans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
yam raw,"Yam, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
yambean (jicama) raw,"Yambean (jicama), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
yardlong bean raw,"Yardlong bean, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
yardlong beans mature seeds raw,"Yardlong beans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
yautia (tannier) raw,"Yautia (tannier), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
